comment_id,season,match_id,match_name,home_team,away_team,current_innings,innings_id,over,ball,runs,shortText,isBoundary,isWide,isNoball,batsman1_id,batsman1_name,batsman1_runs,batsman1_balls,bowler1_id,bowler1_name,bowler1_overs,bowler1_maidens,bowler1_runs,bowler1_wkts,batsman2_id,batsman2_name,batsman2_runs,batsman2_balls,bowler2_id,bowler2_name,bowler2_overs,bowler2_maidens,bowler2_runs,bowler2_wkts,wicket_id,wkt_batsman_name,wkt_bowler_name,wkt_batsman_runs,wkt_batsman_balls,wkt_text,isRetiredHurt,text,preText,postText
27030,2022.0,1304064,RCB v MI,RCB,MI,RCB,2,8,3,1,"Pollard to du Plessis, 1 run",False,False,False,44828,Faf du Plessis,15,21,230559,Kieron Pollard,0.3,0,3,0,1123073,Anuj Rawat,28,24,528067.0,Murugan Ashwin,2.0,0.0,16.0,0.0,,,,,,,False,bunted wide of point,,
27040,2022.0,1304064,RCB v MI,RCB,MI,RCB,2,8,4,1,"Pollard to Anuj Rawat, 1 run",False,False,False,1123073,Anuj Rawat,29,25,230559,Kieron Pollard,0.4,0,4,0,44828,Faf du Plessis,15,21,528067.0,Murugan Ashwin,2.0,0.0,16.0,0.0,,,,,,,False,neatly tucked off his hip behind square for a single,,
27050,2022.0,1304064,RCB v MI,RCB,MI,RCB,2,8,5,0,"Pollard to du Plessis, no run",False,False,False,44828,Faf du Plessis,15,22,230559,Kieron Pollard,0.5,0,4,0,1123073,Anuj Rawat,29,25,528067.0,Murugan Ashwin,2.0,0.0,16.0,0.0,,,,,,,False,"slower and fuller on off, Faf looks to pick the gap between point and short third but can't",,
27060,2022.0,1304064,RCB v MI,RCB,MI,RCB,2,8,6,1,"Pollard to du Plessis, 1 run",False,False,False,44828,Faf du Plessis,16,23,230559,Kieron Pollard,1.0,0,5,0,1123073,Anuj Rawat,29,25,528067.0,Murugan Ashwin,2.0,0.0,16.0,0.0,,,,,,,False,"thulps this to a diving cover fielder but scampers a quick single. Jeez, he hit that really hard",,
28010,2022.0,1304064,RCB v MI,RCB,MI,RCB,2,9,1,0,"Unadkat to du Plessis, OUT",False,False,False,44828,Faf du Plessis,16,24,390484,Jaydev Unadkat,1.1,0,13,1,1123073,Anuj Rawat,29,25,230559.0,Kieron Pollard,1.0,0.0,5.0,0.0,44828.0,Faf du Plessis,Jaydev Unadkat,16.0,24.0,F du Plessis c Yadav b Unadkat 16 (41m 24b 1x4 0x6) SR: 66.66,False,"there's a breakthrough! Faf has holed out to long-on. Unadkat with a cutter, Faf got it off the top part of the bat which meant the timing wasn't quite right. straight into Surya's basket.",,
28020,2022.0,1304064,RCB v MI,RCB,MI,RCB,2,9,2,0,"Unadkat to Kohli, no run",False,False,False,253802,Virat Kohli,0,1,390484,Jaydev Unadkat,1.2,0,13,1,1123073,Anuj Rawat,29,25,230559.0,Kieron Pollard,1.0,0.0,5.0,0.0,,,,,,,False,defended back first up,,
28030,2022.0,1304064,RCB v MI,RCB,MI,RCB,2,9,3,0,"Unadkat to Kohli, no run",False,False,False,253802,Virat Kohli,0,2,390484,Jaydev Unadkat,1.3,0,13,1,1123073,Anuj Rawat,29,25,230559.0,Kieron Pollard,1.0,0.0,5.0,0.0,,,,,,,False,,,
28040,2022.0,1304064,RCB v MI,RCB,MI,RCB,2,9,4,1,"Unadkat to Kohli, 1 run",False,False,False,253802,Virat Kohli,1,3,390484,Jaydev Unadkat,1.4,0,14,1,1123073,Anuj Rawat,29,25,230559.0,Kieron Pollard,1.0,0.0,5.0,0.0,,,,,,,False,tucked down to fine leg to get off the mark,"<p><b>Maruti Suzuki ASKcricinfo stat: <a href=""https://www.espncricinfo.com/ask/cricket-qna/Virat-Kohli-strike-rate-against-Jasprit-Bumrah-in-the-IPL&tournament=ipl"">Virat Kohli vs Jasprit Bumrah - how have the contests gone</a>?</b></p>",
28050,2022.0,1304064,RCB v MI,RCB,MI,RCB,2,9,5,1,"Unadkat to Anuj Rawat, 1 run",False,False,False,1123073,Anuj Rawat,30,26,390484,Jaydev Unadkat,1.5,0,15,1,253802,Virat Kohli,1,3,230559.0,Kieron Pollard,1.0,0.0,5.0,0.0,,,,,,,False,"another cutter on a length, Rawat pats it gently for a quick single. A mere eye contact with Kohli and off they went",,
28060,2022.0,1304064,RCB v MI,RCB,MI,RCB,2,9,6,1,"Unadkat to Kohli, 1 run",False,False,False,253802,Virat Kohli,2,4,390484,Jaydev Unadkat,2.0,0,16,1,1123073,Anuj Rawat,30,26,230559.0,Kieron Pollard,1.0,0.0,5.0,0.0,,,,,,,False,"back-of-the-hand slower ball on a length outside off, Kohli bunts it behind square on the off side for a single",<p>Unadkat from around the stumps</p>,
29010,2022.0,1304064,RCB v MI,RCB,MI,RCB,2,10,1,1,"Pollard to Kohli, 1 run",False,False,False,253802,Virat Kohli,3,5,230559,Kieron Pollard,1.1,0,6,0,1123073,Anuj Rawat,30,26,390484.0,Jaydev Unadkat,2.0,0.0,16.0,1.0,,,,,,,False,pushed into the gap for a single behind point,,
29020,2022.0,1304064,RCB v MI,RCB,MI,RCB,2,10,2,0,"Pollard to Anuj Rawat, no run",False,False,False,1123073,Anuj Rawat,30,27,230559,Kieron Pollard,1.2,0,6,0,253802,Virat Kohli,3,5,390484.0,Jaydev Unadkat,2.0,0.0,16.0,1.0,,,,,,,False,was looking for the big mow into the leg side but this delivery got stuck into the pitch and deviated a long way to beat Rawat,,
29030,2022.0,1304064,RCB v MI,RCB,MI,RCB,2,10,3,1,"Pollard to Anuj Rawat, 1 run",False,False,False,1123073,Anuj Rawat,31,28,230559,Kieron Pollard,1.3,0,7,0,253802,Virat Kohli,3,5,390484.0,Jaydev Unadkat,2.0,0.0,16.0,1.0,,,,,,,False,swung away to deep square,,
29040,2022.0,1304064,RCB v MI,RCB,MI,RCB,2,10,4,4,"Pollard to Kohli, FOUR",True,False,False,253802,Virat Kohli,7,6,230559,Kieron Pollard,1.4,0,11,0,1123073,Anuj Rawat,31,28,390484.0,Jaydev Unadkat,2.0,0.0,16.0,1.0,,,,,,,False,there was deep point no more than 10 yards away from the ball but Kohli still beat him to the fence! Stepped out and used the width to wallop that hard.,,
29050,2022.0,1304064,RCB v MI,RCB,MI,RCB,2,10,5,1,"Pollard to Kohli, 1 run",False,False,False,253802,Virat Kohli,8,7,230559,Kieron Pollard,1.5,0,12,0,1123073,Anuj Rawat,31,28,390484.0,Jaydev Unadkat,2.0,0.0,16.0,1.0,,,,,,,False,runs it down to third man,,
29060,2022.0,1304064,RCB v MI,RCB,MI,RCB,2,10,6,1,"Pollard to Anuj Rawat, 1 run",False,False,False,1123073,Anuj Rawat,32,29,230559,Kieron Pollard,2.0,0,13,0,253802,Virat Kohli,8,7,390484.0,Jaydev Unadkat,2.0,0.0,16.0,1.0,,,,,,,False,"hit hard, one bounce to long-on",,<p>RCB chugging along nicely despite Faf's loss. Over to Sreshth for the back half.</p>
210010,2022.0,1304064,RCB v MI,RCB,MI,RCB,2,11,1,4,"Ashwin to Anuj Rawat, FOUR",True,False,False,1123073,Anuj Rawat,36,30,528067,Murugan Ashwin,2.1,0,20,0,253802,Virat Kohli,8,7,230559.0,Kieron Pollard,2.0,0.0,13.0,0.0,,,,,,,False,"<B>drilled!</b> Full on off, and Rawat hammers it over Kohli's head for a boundary. Races away off the grass",,
210020,2022.0,1304064,RCB v MI,RCB,MI,RCB,2,11,2,1,"Ashwin to Anuj Rawat, 1 run",False,False,False,1123073,Anuj Rawat,37,31,528067,Murugan Ashwin,2.2,0,21,0,253802,Virat Kohli,8,7,230559.0,Kieron Pollard,2.0,0.0,13.0,0.0,,,,,,,False,"back of a length, extra bounce. Pulled in front of square to the deep for a single",,
210030,2022.0,1304064,RCB v MI,RCB,MI,RCB,2,11,3,0,"Ashwin to Kohli, no run",False,False,False,253802,Virat Kohli,8,8,528067,Murugan Ashwin,2.3,0,21,0,1123073,Anuj Rawat,37,31,230559.0,Kieron Pollard,2.0,0.0,13.0,0.0,,,,,,,False,full and wide. Googly turning in as Kohli presses forward and tries to swipe it through the off side. Inside edged onto his body,,
210040,2022.0,1304064,RCB v MI,RCB,MI,RCB,2,11,4,4,"Ashwin to Kohli, FOUR",True,False,False,253802,Virat Kohli,12,9,528067,Murugan Ashwin,2.4,0,25,0,1123073,Anuj Rawat,37,31,230559.0,Kieron Pollard,2.0,0.0,13.0,0.0,,,,,,,False,<B>dancing shoes are on!</b> Full on off. Gives Ashwin the charge and flicks it off his toes through midwicket for an exquisite four,,
210050,2022.0,1304064,RCB v MI,RCB,MI,RCB,2,11,5,1,"Ashwin to Kohli, 1 run",False,False,False,253802,Virat Kohli,13,10,528067,Murugan Ashwin,2.5,0,26,0,1123073,Anuj Rawat,37,31,230559.0,Kieron Pollard,2.0,0.0,13.0,0.0,,,,,,,False,"flatter ball, played towards short third for a single",,
210060,2022.0,1304064,RCB v MI,RCB,MI,RCB,2,11,6,0,"Ashwin to Anuj Rawat, no run",False,False,False,1123073,Anuj Rawat,37,32,528067,Murugan Ashwin,3.0,0,26,0,253802,Virat Kohli,13,10,230559.0,Kieron Pollard,2.0,0.0,13.0,0.0,,,,,,,False,good length on leg. Turning to off. Stays on the back foot and fends it to point,,
211010,2022.0,1304064,RCB v MI,RCB,MI,RCB,2,12,1,4,"Basil Thampi to Kohli, FOUR",True,False,False,253802,Virat Kohli,17,11,732291,Basil Thampi,2.1,1,9,0,1123073,Anuj Rawat,37,32,528067.0,Murugan Ashwin,3.0,0.0,26.0,0.0,,,,,,,False,"<B>welcome to the attack</b>, says Kohli. Full on leg stump. Kohli had moved away anyway, exposing all three stumps, and simply chips it off his toes courtesy his wrists to midwicket for four",<p>ESPNcricinfo's Forecaster has RCB as 70% favourites. Here's Basil. Economy of 2.50 in his first spell.</p>,
211020,2022.0,1304064,RCB v MI,RCB,MI,RCB,2,12,2,0,"Basil Thampi to Kohli, no run",False,False,False,253802,Virat Kohli,17,12,732291,Basil Thampi,2.2,1,9,0,1123073,Anuj Rawat,37,32,528067.0,Murugan Ashwin,3.0,0.0,26.0,0.0,,,,,,,False,back of a length on off stump. Kohli bunts it off the back foot to midwicket,,
211030,2022.0,1304064,RCB v MI,RCB,MI,RCB,2,12,3,0,"Basil Thampi to Kohli, no run",False,False,False,253802,Virat Kohli,17,13,732291,Basil Thampi,2.3,1,9,0,1123073,Anuj Rawat,37,32,528067.0,Murugan Ashwin,3.0,0.0,26.0,0.0,,,,,,,False,"short ball. Risky ball with fine leg inside the circle and Kohli looking to attack. He aims to pull after taking a few steps down the ground, but then gets low to let the ball through",,
211040,2022.0,1304064,RCB v MI,RCB,MI,RCB,2,12,4,1,"Basil Thampi to Kohli, 1 run",False,False,False,253802,Virat Kohli,18,14,732291,Basil Thampi,2.4,1,10,0,1123073,Anuj Rawat,37,32,528067.0,Murugan Ashwin,3.0,0.0,26.0,0.0,,,,,,,False,"back of a length, off-stump line. Fended off the back foot, and the ball rolls past Thampi. They scurry across for one",,
211050,2022.0,1304064,RCB v MI,RCB,MI,RCB,2,12,5,6,"Basil Thampi to Anuj Rawat, SIX",True,False,False,1123073,Anuj Rawat,43,33,732291,Basil Thampi,2.5,1,16,0,253802,Virat Kohli,18,14,528067.0,Murugan Ashwin,3.0,0.0,26.0,0.0,,,,,,,False,"<B>sounds so s-w-e-e-t!</b> Full on middle and leg. Rawat nonchalantly flicks it off his toes, and the ball sails over deep midwicket! The replay shows how he used his wrists to give the shot a whip that took it upwards",,
211060,2022.0,1304064,RCB v MI,RCB,MI,RCB,2,12,6,4,"Basil Thampi to Anuj Rawat, FOUR",True,False,False,1123073,Anuj Rawat,47,34,732291,Basil Thampi,3.0,1,20,0,253802,Virat Kohli,18,14,528067.0,Murugan Ashwin,3.0,0.0,26.0,0.0,,,,,,,False,"<B>slashed but slashed hard!</b> Good length ball angling across. Looks to cut, and has enough in that shot to fly past point's right!",,
212010,2022.0,1304064,RCB v MI,RCB,MI,RCB,2,13,1,2,"Unadkat to Kohli, 2 runs",False,False,False,253802,Virat Kohli,20,15,390484,Jaydev Unadkat,2.1,0,18,1,1123073,Anuj Rawat,47,34,732291.0,Basil Thampi,3.0,1.0,20.0,0.0,,,,,,,False,"fullish outside off. Played square to Tilak in the deep on the off side, and he cruises back for the second run",<p>15 off that over. Unadkat appears to be returning. Around the stumps to VK</p>,
212020,2022.0,1304064,RCB v MI,RCB,MI,RCB,2,13,2,1,"Unadkat to Kohli, 1 run",False,False,False,253802,Virat Kohli,21,16,390484,Jaydev Unadkat,2.2,0,19,1,1123073,Anuj Rawat,47,34,732291.0,Basil Thampi,3.0,1.0,20.0,0.0,,,,,,,False,"pace off. Length ball angling into Kohli with that angle. Tucked off his hips to midwicket with soft hands, and they race off for the first one quickly. Is two on? Nope, choose not to",,
212030,2022.0,1304064,RCB v MI,RCB,MI,RCB,2,13,3,1,"Unadkat to Anuj Rawat, 1 run",False,False,False,1123073,Anuj Rawat,48,35,390484,Jaydev Unadkat,2.3,0,20,1,253802,Virat Kohli,21,16,732291.0,Basil Thampi,3.0,1.0,20.0,0.0,,,,,,,False,"<B>moves to 48</b> with that single. Unadkat around the stumps, length ball on leg and middle. Fended off the back foot to the off side",,"<p>Affan: ""You have to stop those rolling back to you (11.4) especially when it's coming at that pace. ""</p>"
212040,2022.0,1304064,RCB v MI,RCB,MI,RCB,2,13,4,1,"Unadkat to Kohli, 1 run",False,False,False,253802,Virat Kohli,22,17,390484,Jaydev Unadkat,2.4,0,21,1,1123073,Anuj Rawat,48,35,732291.0,Basil Thampi,3.0,1.0,20.0,0.0,,,,,,,False,over the stumps. Full outside off and angling across. Driven away from his body to deep extra cover,,
212050,2022.0,1304064,RCB v MI,RCB,MI,RCB,2,13,5,0,"Unadkat to Anuj Rawat, no run",False,False,False,1123073,Anuj Rawat,48,36,390484,Jaydev Unadkat,2.5,0,21,1,253802,Virat Kohli,22,17,732291.0,Basil Thampi,3.0,1.0,20.0,0.0,,,,,,,False,"around the stumps to Rawat. Slower ball bouncer on leg stump and angling across. Rawat is interested to slap it square, but eventually misses getting any connection",,
212060,2022.0,1304064,RCB v MI,RCB,MI,RCB,2,13,6,1,"Unadkat to Anuj Rawat, 1 run",False,False,False,1123073,Anuj Rawat,49,37,390484,Jaydev Unadkat,3.0,0,22,1,253802,Virat Kohli,22,17,732291.0,Basil Thampi,3.0,1.0,20.0,0.0,,,,,,,False,"full slower ball outside off stump. Rawat pushes at it to cover, and they take off for a single. Brevis attacks the ball, picks, and has a shy at the batter's end, but no direct hit",,
213010,2022.0,1304064,RCB v MI,RCB,MI,RCB,2,14,1,1,"Bumrah to Anuj Rawat, 1 run",False,False,False,1123073,Anuj Rawat,50,38,625383,Jasprit Bumrah,2.1,0,9,0,253802,Virat Kohli,22,17,390484.0,Jaydev Unadkat,3.0,0.0,22.0,1.0,,,,,,,False,"full ball on middle. Nurdled away to midwicket where there's a gap for one. Off they go, and <B>Rawat raises his bat</b> after getting to the other side. Strike-rate of 132 so far, and he'll want to stay there till the end now",<p>Bumrah is back. Rohit knows he needs that wicket right about now.</p>,
213020,2022.0,1304064,RCB v MI,RCB,MI,RCB,2,14,2,1,"Bumrah to Kohli, 1 run",False,False,False,253802,Virat Kohli,23,18,625383,Jasprit Bumrah,2.2,0,10,0,1123073,Anuj Rawat,50,38,390484.0,Jaydev Unadkat,3.0,0.0,22.0,1.0,,,,,,,False,"good length ball on a fourth-stump line. Kohli pokes at it, and sends it down to third man for a single",,"<p>Taha: ""So is Thampi or Bumrah bowling?"" -- Bumrah. The glitch will be sorted asap!</p>"
213030,2022.0,1304064,RCB v MI,RCB,MI,RCB,2,14,3,1,"Bumrah to Anuj Rawat, 1 run",False,False,False,1123073,Anuj Rawat,51,39,625383,Jasprit Bumrah,2.3,0,11,0,253802,Virat Kohli,23,18,390484.0,Jaydev Unadkat,3.0,0.0,22.0,1.0,,,,,,,False,guides this length ball outside off to point for a single,,
213040,2022.0,1304064,RCB v MI,RCB,MI,RCB,2,14,4,4,"Bumrah to Kohli, FOUR",True,False,False,253802,Virat Kohli,27,19,625383,Jasprit Bumrah,2.4,0,15,0,1123073,Anuj Rawat,51,39,390484.0,Jaydev Unadkat,3.0,0.0,22.0,1.0,,,,,,,False,<B>Kohli 1 - 0 Bumrah</b>. Back of a length outside off and he drags a pull from outside off and sends it in front of square. One bounce four to cow corner and Kohli gives Rawat a heavy fist bump,,
213050,2022.0,1304064,RCB v MI,RCB,MI,RCB,2,14,5,0,"Bumrah to Kohli, no run",False,False,False,253802,Virat Kohli,27,20,625383,Jasprit Bumrah,2.5,0,15,0,1123073,Anuj Rawat,51,39,390484.0,Jaydev Unadkat,3.0,0.0,22.0,1.0,,,,,,,False,bouncer. Back of a length outside off. Kohli can't put it away behind square on the off side. Through to the gloveman,,
213060,2022.0,1304064,RCB v MI,RCB,MI,RCB,2,14,6,3,"Bumrah to Kohli, 3 runs",False,False,False,253802,Virat Kohli,30,21,625383,Jasprit Bumrah,3.0,0,18,0,1123073,Anuj Rawat,51,39,390484.0,Jaydev Unadkat,3.0,0.0,22.0,1.0,,,,,,,False,"length ball angling into his hips. Kohli flicks it behind square, forcing deep square leg to run to his right. A dive on the boundary line saves the four, but Kohli's placement was spot on there",,
214010,2022.0,1304064,RCB v MI,RCB,MI,RCB,2,15,1,4,"Basil Thampi to Kohli, FOUR",True,False,False,253802,Virat Kohli,34,22,732291,Basil Thampi,3.1,1,24,0,1123073,Anuj Rawat,51,39,625383.0,Jasprit Bumrah,3.0,0.0,18.0,0.0,,,,,,,False,"<B>Brevis! Nerves? The crowd rejoices.</b> Length ball pulled to deep midwicket, where Brevis was lurking. It's turned out to be a low catch for him, but he can't hold on. The ball goes through him and that's four more for Kohli. <B>Dropped</b>",<p>50 in six overs. And here's Thampi.</p>,
214020,2022.0,1304064,RCB v MI,RCB,MI,RCB,2,15,2,2,"Basil Thampi to Kohli, 2 runs",False,False,False,253802,Virat Kohli,36,23,732291,Basil Thampi,3.2,1,26,0,1123073,Anuj Rawat,51,39,625383.0,Jasprit Bumrah,3.0,0.0,18.0,0.0,,,,,,,False,"full on his toes, and whipped to the right of long on. Couple more for Virat",,
214030,2022.0,1304064,RCB v MI,RCB,MI,RCB,2,15,3,0,"Basil Thampi to Kohli, no run",False,False,False,253802,Virat Kohli,36,24,732291,Basil Thampi,3.3,1,26,0,1123073,Anuj Rawat,51,39,625383.0,Jasprit Bumrah,3.0,0.0,18.0,0.0,,,,,,,False,"length ball on an off-stump line. Kohli shapes to pull but the ball stays low and goes under the blade to Kishan. There was some sound from the stump mic, and replays show the ball kissed the trousers",,
214040,2022.0,1304064,RCB v MI,RCB,MI,RCB,2,15,4,1,"Basil Thampi to Kohli, 1 run",False,False,False,253802,Virat Kohli,37,25,732291,Basil Thampi,3.4,1,27,0,1123073,Anuj Rawat,51,39,625383.0,Jasprit Bumrah,3.0,0.0,18.0,0.0,,,,,,,False,"good length, on off stump. Places a pull to wide long on for a single",,
214050,2022.0,1304064,RCB v MI,RCB,MI,RCB,2,15,5,1,"Basil Thampi to Anuj Rawat, 1 run",False,False,False,1123073,Anuj Rawat,52,40,732291,Basil Thampi,3.5,1,28,0,253802,Virat Kohli,37,25,625383.0,Jasprit Bumrah,3.0,0.0,18.0,0.0,,,,,,,False,good length ball on middle and off. Rawat wants to pull but he's not in position. Uncomfortably dragged to the bowler's left,,
214060,2022.0,1304064,RCB v MI,RCB,MI,RCB,2,15,6,1,"Basil Thampi to Kohli, 1 run",False,False,False,253802,Virat Kohli,38,26,732291,Basil Thampi,4.0,1,29,0,1123073,Anuj Rawat,52,40,625383.0,Jasprit Bumrah,3.0,0.0,18.0,0.0,,,,,,,False,wants to pull this length ball in front of square but ends up flat-batting a mistimed shot to mid on instead. He'll keep the strike as we take the evening's final <B>time out</b>,,"<p>Amogh K: ""Bumrah's inability to take wickets is hurting MI as he is the only wicket-taking option for them. The only match where he struck was against RR, but Jos was the difference in that match. ""</p>"
215010,2022.0,1304064,RCB v MI,RCB,MI,RCB,2,16,1,1,"Pollard to Kohli, 1 run",False,False,False,253802,Virat Kohli,39,27,230559,Kieron Pollard,2.1,0,14,0,1123073,Anuj Rawat,52,40,732291.0,Basil Thampi,4.0,1.0,29.0,0.0,,,,,,,False,"dibbly-dobbly pace. Length ball, wide outside off. Slaps a cut, past point's right for a run",<p>A virtual David Shepherd hop from our side as we enter the last five overs with the score at 111/1. Pollard.</p>,
215020,2022.0,1304064,RCB v MI,RCB,MI,RCB,2,16,2,1,"Pollard to Anuj Rawat, 1 run",False,False,False,1123073,Anuj Rawat,53,41,230559,Kieron Pollard,2.2,0,15,0,253802,Virat Kohli,39,27,732291.0,Basil Thampi,4.0,1.0,29.0,0.0,,,,,,,False,gives Pollard a charge as the bowler goes wide and full. Rawat mistimes a dragged shot past Pollard's left to long on for one though,,
215030,2022.0,1304064,RCB v MI,RCB,MI,RCB,2,16,3,1,"Pollard to Kohli, 1 run",False,False,False,253802,Virat Kohli,40,28,230559,Kieron Pollard,2.3,0,16,0,1123073,Anuj Rawat,53,41,732291.0,Basil Thampi,4.0,1.0,29.0,0.0,,,,,,,False,full on middle. Tucked with soft hands to midwicket and he runs the first one hard. But Tilak runs in quickly to ensure they don't think of a second,,
215050,2022.0,1304064,RCB v MI,RCB,MI,RCB,2,16,4,0,"Pollard to Anuj Rawat, no run",False,False,False,1123073,Anuj Rawat,53,42,230559,Kieron Pollard,2.4,0,17,0,253802,Virat Kohli,40,28,732291.0,Basil Thampi,4.0,1.0,29.0,0.0,,,,,,,False,"slower ball, full and wide outside off. Rawat loses his shape as he tries to swipe across the line, Misses it completely",,
215040,2022.0,1304064,RCB v MI,RCB,MI,RCB,2,16,4,1,"Pollard to Anuj Rawat, 1 wide",False,True,False,1123073,Anuj Rawat,53,41,230559,Kieron Pollard,2.3,0,17,0,253802,Virat Kohli,40,28,732291.0,Basil Thampi,4.0,1.0,29.0,0.0,,,,,,,False,"Pollard bowls a wide full toss, way outside off stump, with Rawat offering no shot",,
215060,2022.0,1304064,RCB v MI,RCB,MI,RCB,2,16,5,6,"Pollard to Anuj Rawat, SIX",True,False,False,1123073,Anuj Rawat,59,43,230559,Kieron Pollard,2.5,0,23,0,253802,Virat Kohli,40,28,732291.0,Basil Thampi,4.0,1.0,29.0,0.0,,,,,,,False,"<B>Rawat swats Pollard away after that!</b> Pollard bowls a gentle length ball on leg stump, and Rawat has smacked it across the line by going deep in his crease and exploring the region behind square on the leg side",<p>Pollard runs in but doesn't bowl. Stops in his stride. We've seen this before. Slowing down proceedings.</p>,
215070,2022.0,1304064,RCB v MI,RCB,MI,RCB,2,16,6,1,"Pollard to Anuj Rawat, 1 run",False,False,False,1123073,Anuj Rawat,60,44,230559,Kieron Pollard,3.0,0,24,0,253802,Virat Kohli,40,28,732291.0,Basil Thampi,4.0,1.0,29.0,0.0,,,,,,,False,full toss wide outside off. Drilled to deep extra cover with a cut,,"<p>Crafty: ""@Amogh: Maybe Bumrah's inability to take wickets us because he's the only wicket taking option. The opposition know they can just play him out.""</p>"
216010,2022.0,1304064,RCB v MI,RCB,MI,RCB,2,17,1,0,"Unadkat to Anuj Rawat, no run",False,False,False,1123073,Anuj Rawat,60,45,390484,Jaydev Unadkat,3.1,0,22,1,253802,Virat Kohli,40,28,230559.0,Kieron Pollard,3.0,0.0,24.0,0.0,,,,,,,False,"around the stumps. Length ball on off stump, and angling across. Cut in front of square, finds the fielder at cover",<p>Unadkat.</p>,
216020,2022.0,1304064,RCB v MI,RCB,MI,RCB,2,17,2,6,"Unadkat to Anuj Rawat, SIX",True,False,False,1123073,Anuj Rawat,66,46,390484,Jaydev Unadkat,3.2,0,28,1,253802,Virat Kohli,40,28,230559.0,Kieron Pollard,3.0,0.0,24.0,0.0,,,,,,,False,<B>gets to double six with a six! And that's his sixth sixth!</b> Full on middle. Rawat skips down the ground and hammers a slog from his pads over deep midwicket. So confident right now that he took on the player positioned on the boundary line there,,
216030,2022.0,1304064,RCB v MI,RCB,MI,RCB,2,17,3,1,"Unadkat to Anuj Rawat, 1 leg bye",False,False,False,1123073,Anuj Rawat,66,47,390484,Jaydev Unadkat,3.3,0,28,1,253802,Virat Kohli,40,28,230559.0,Kieron Pollard,3.0,0.0,24.0,0.0,,,,,,,False,"\yorker, on leg stump or maybe just outside it. Rawat misses any connection, hits him, and they scurry across for one. <B>Huge lbw appeal</b> but turned down. <B>Mumbai review</b> but pitching just outside leg. Rawat survives",,
216040,2022.0,1304064,RCB v MI,RCB,MI,RCB,2,17,4,0,"Unadkat to Kohli, no run",False,False,False,253802,Virat Kohli,40,29,390484,Jaydev Unadkat,3.4,0,28,1,1123073,Anuj Rawat,66,47,230559.0,Kieron Pollard,3.0,0.0,24.0,0.0,,,,,,,False,full just outside off. Ball angles into VK sharply as he can't connect with the cut. Ball whizzes over off stump,,
216050,2022.0,1304064,RCB v MI,RCB,MI,RCB,2,17,5,1,"Unadkat to Kohli, 1 run, OUT",False,False,False,253802,Virat Kohli,41,30,390484,Jaydev Unadkat,3.5,0,29,1,1123073,Anuj Rawat,66,47,230559.0,Kieron Pollard,3.0,0.0,24.0,0.0,253802.0,Virat Kohli,Jaydev Unadkat,41.0,30.0,Anuj Rawat run out 66 (87m 47b 2x4 6x6) SR: 140.42,False,"length on off. Bunted to mid on's right, but Kohli wants two. Rawat does as Kohli says, but he's fallen short! Direct hit from Ramandeep who runs in from the deep and throws at the base of the stumps. Ends Rawat's knock of 66",,
216060,2022.0,1304064,RCB v MI,RCB,MI,RCB,2,17,6,1,"Unadkat to Kohli, 1 run",False,False,False,253802,Virat Kohli,42,31,390484,Jaydev Unadkat,4.0,0,30,1,30045,Dinesh Karthik,0,0,230559.0,Kieron Pollard,3.0,0.0,24.0,0.0,,,,,,,False,full just outside off. Knocked to the off side for one,,"<p>Aravind: ""That was probably the only way Mumabi were going to get Rawat out. None of the bowlers seemed likely to get him today""</p>"
217010,2022.0,1304064,RCB v MI,RCB,MI,RCB,2,18,1,2,"Bumrah to Kohli, 2 runs",False,False,False,253802,Virat Kohli,44,32,625383,Jasprit Bumrah,3.1,0,20,0,30045,Dinesh Karthik,0,0,390484.0,Jaydev Unadkat,4.0,0.0,30.0,1.0,,,,,,,False,"<B>Almost a run out, but then overthrows</b> as Kohli punched this length ball outside off to backward point. Brevis dived and threw it to the batter's end, which would've had DK run out for a 0-ball duck, but he missed. Poor backing up from Tilak allows the overthrow run",<p>Bumrah is back.</p>,
217020,2022.0,1304064,RCB v MI,RCB,MI,RCB,2,18,2,1,"Bumrah to Kohli, 1 run",False,False,False,253802,Virat Kohli,45,33,625383,Jasprit Bumrah,3.2,0,21,0,30045,Dinesh Karthik,0,0,390484.0,Jaydev Unadkat,4.0,0.0,30.0,1.0,,,,,,,False,takes a single by knocking it to the side,,
217030,2022.0,1304064,RCB v MI,RCB,MI,RCB,2,18,3,1,"Bumrah to Karthik, 1 run",False,False,False,30045,Dinesh Karthik,1,1,625383,Jasprit Bumrah,3.3,0,22,0,253802,Virat Kohli,45,33,390484.0,Jaydev Unadkat,4.0,0.0,30.0,1.0,,,,,,,False,length ball just outside off. Wants to guide it to third man but the ball ends up hitting the bat's inside half instead,"<p>H. Prasanna : ""Ooh... DK ahead of Maxwell. Speaks volumes about his ability.""</p>","<p>Manish Shamnani: ""I would have picked completely different side for Mumbai - Rohit, Kishan, Sky, Tim David, Tilak, Anmol, Fabien, Riley, Bumrah, Unadkat, Mayank.Because clearly this side is not working.""</p>"
